Name,Location,Start date,End date,Type,Format,Rounds,URL,Special,Continent,Category,Live games,Prize Fund,Description,Venue,Landing,Players
Austrian Bundesliga 2024/2025 Rounds 6-11,Linz - Austria,April 2,April 6,Teams,Classical,,https://chess-results.com/tnr929746.aspx?lan=1&art=83,,Europe,,,,,,,"Maxime Vachier-Lagrave, Alexey Sarana, Andrey Esipenko, Etienne Bacrot, Ivan Saric, Thai Dai Van Nguyen"
Abierto Internacional de FAOGBA 2025,Lujan - Argentina,April 2,April 8,Open,Classical,9,https://www.chessdom.com/abierto-internacional-de-faogba-2025/,,South America,,,,,,,
Women's World Championship match,Shanghai & Chongqing - China,April 3,April 23,World Championship cycle,Classical,12,https://calendar.chessdom.com/fide-womens-world-chess-championship-2025/,yes,Asia,Women,,,,,,"Ju Wenjun, Tan Zhongyi"
18° Torneo infrasettimanale ''Salvatore Nobile'',Lazio - Italy,April 3,May 29,Open,Classical,,http://www.accademiascacchiroma.it/,,Europe,,,,,,,
European Senior Team Championship,Swidnica - Poland,April 4,April 14,Continental Teams,Classical,9,https://www.chessdom.com/european-senior-team-chess-championship-2025/,,Europe,seniors,,,,,,"Michael Adams, John Nunn"
Jersey Chess Open 2025,Jersey,April 5,April 12,Open,Classical,,https://www.chessdom.com/jersey-chess-open-2025/,,Europe,,,,,,,
Freestyle Paris,Paris - France,April 7,April 14,KO,Freestyle,,https://calendar.chessdom.com/freestyle-chess-grand-slam-tour-2025-paris/,yes,Europe,,,,,,,"Magnus Carlsen, Fabiano Caruana, Hikaru Nakamura, Arjun Erigaisi, Gukesh Dommaraju, Richard Rapport, Vincent Keymer, Praggnanandhaa Rameshbabu, Nodirbek Abdusattorov, Maxime Vachier-Lagrave, Ian Nepomniachtchi, Santosh Gujrathi Vdit"
Italian Team Championship 2025,Darfo Boario Terme - Italy,April 7,April 13,Teams,Classical,,https://www.chess.com/en/events/2025-italian-team-championship/games,,Europe,,,,,,,"Alexey Sarana, Eduardo Iturrizaga, Volodar Murzin, Marc' Andria Maurizzi"
Reykjavik Open,Reykjavik - Iceland,April 9,April 15,Open,Classical,9,https://www.chessdom.com/kvika-reykjavik-open-2025/,,Europe,,,,,,,"Parham Maghsoodloo, Vasyl Ivanchuk, Velimir Ivic, Lu Shanglei, Eltaj Safarli, Muhammad Muradli, Tamas Banusz, Deep Gupta,  Brandon Jacobson, IdoGorshtein, Miaoyi Lu, Song Yuxin"
Bengaluru Grandmasters Open,Bengaluru - India,April 10,April 18,,Classical,,https://www.chessdom.com/levan-pantsulaia-is-the-winner-of-bengaluru-grandmasters-open-chess-tournament/,,Asia,,,,,,,"Levan Pantsulaia, Alexei Fedorov, Pa Iniyan, Grigoryan"
Slovakian Extraliga Rounds 9-11,Slovakia,April 11,April 13,Team,Classical,,https://ratings.fide.com/report.phtml?event=391115&t=0,,Europe,,,,,,,"Benjamin Gledura, David Navara, Maili-Jade Ouellet"
3rd Pafos Open,Pafos - Cyprus,April 11,April 17,Open,Classical,,https://www.pafoschess.com/announcement/#,,Europe,,,,,,,
B-CUP 5,Paris - France,April 12,April 13,Open,Hybrid,,https://www.chessdom.com/jules-moussard-wins-the-5th-edition-of-b-cup/,,Europe,,,,,,,"Jules Moussard, Laurent Fressinet"
XVII Memorial Pedro Lezcano Montalvo 2025,Las Palmas de Gran Canaria - Spain,April 12,April 20,Swiss,Classical,,https://ratings.fide.com/report.phtml?event=407937&t=0,,Europe,,,,,,,Karina Ambartsumova
10th Open International D'Echecs Noisiel,Noisiel - France,April 12,April 16,Open,Classical,,https://www.noisiel-echecs.fr/2241569_10-open-international-d-echecs-de-noisiel,,Europe,,,,,,,
21st Open International de Malakoff,Malakoff - France,April 12,April 20,Open,Classical,,https://www.noisiel-echecs.fr/2241569_10-open-international-d-echecs-de-noisiel,,Europe,,,,,,,
48th Thailand Women Chess Championship 2025,Thailand,April 12,April 20,Open,Classical,,https://www.chessdom.com/araya-prommuang-wins-the-48th-thailand-women-chess-championship-2025/,,Asia,women,,,,,,
Women's Grand Prix 5th Leg,India - Pune,April 13,April 24,World Championship cycle,Classical,9,https://www.chessdom.com/fide-womens-grand-prix-5th-leg-pune-india/,yes,Asia,Women,,,,,,"Batkhuyag Munguntuul, Salome Melia, Zhu Jiner, Harika Dronavili, Alina Kashlinskaya, Polina Shuvalova, Nurgyul Salimova, Divya Deshmukh, Vaishali Rameshbabu, Koneru Humpy"
Fagernes International,Fagernes - Norway,April 13,April 20,Open,Classical,9,https://www.chessdom.com/fagernes-chess-international-2025/,,Europe,,,,,,,
22nd Bangkok Chess Club Open 2025,Bangkok - Thailand,April 13,April 21,Open,Classical,,https://bangkokchess.com/,,Asia,,,,,,,
1st Pinnacle Chess Tournament 2025 ,Thane - India,April 13,April 13,Open,Blitz,,https://www.chessdom.com/pinnacle-fide-rated-blitz-chess-tournament/,,Asia,,,,,,,
Torneo Internacional de Ajedrez de La Roda,La Roda - Spain,April 15,April 20,Open,Classical,9,https://www.chessdom.com/97607-2/,,Europe,,,,,,,"S L Narayanan, V Pranav"
The Princeton Open,Princeton - USA,April 16,April 20,Open,Classical,,https://ratings.fide.com/report.phtml?event=399018&t=0,,North America,,,,,,,Rose Atwell
IX Open Semana Santa,Alicante - Spain,April 16,April 21,Open,Classical,9,https://www.chessdom.com/ix-open-semana-santa-2025/,,Europe,,,,,,,"Vasyl Ivanchuk, Volodrar Murzin, Daniil Yuffa, Abhimanyu Puranik, Shanglei Lu, Kozak, Tuan Minh Le, Iturrizaga, Supi, Klaudia Kulon"
2025 Spring Norm Invitational GM,Charlotte - USA,April 16,April 20,Invitational,Classical,,https://www.chessdom.com/2025-spring-norm-invitational-gm/,,North America,,,,,,,
2025 Spring Norm Invitational IM-A,Charlotte - USA,April 16,April 20,Invitational,Classical,,https://www.chessdom.com/2025-spring-norm-invitational-im-a/,,North America,,,,,,,
2025 Spring Norm Invitational IM-B,Charlotte - USA,April 16,April 20,Invitational,Classical,,https://www.chessdom.com/2025-spring-norm-invitational-im-b/,,North America,,,,,,,
Grenke Chess Open,Karlsruhe - Germany,April 17,April 21,Open,Classical,9,https://calendar.chessdom.com/grenke-chess-open-classical/,yes,Europe,,,,,,,"Awonder Liang, Raunak Sadhwani, Ivan Saric, Alexey Shirov, Daniil Yuffa, Aleksandar Indjic, Miaoyi Lu, Georg Meier, Andrew Woodward"
Grenke Chess Open,Karlsruhe - Germany,April 17,April 21,Open,Classical freestyle,9,https://calendar.chessdom.com/grenke-chess-open-freestyle/,yes,Europe,,,,,,,"Magnus Carlsen, Erigaisi Arjun, Fabiano Caruana, Ian Nepomniachtchi,Chithambaram VR. Aravindh, Shakhriyar Mamedyarov, Wesley So, Levon Aronian, Leinier Dominguez Perez, Hans Moke Niemann, Quang Liem Le, Richard Rapport, Maxime Vachier-Lagrave, Vincent Keymer, Yu Yangyi, Pentala Harikrishna, Javokhir Sindarov, Andrey Esipenko, Dmitriy Andreikin, Ray Robson, Parham Maghsoodloo, Alexander Grischuk, Jorden van Foreest, Alexey Sarana, Nikita Vitiugov, Rasmus Svane, David Navara"
Canada Women Chess Championship 2025,Toronto - Canada,April 17,April 17,Closed,Classical,,https://www.chessdom.com/canada-women-chess-championship-2025/,,North America,Women,,,,,,
Canada Chess Championship U1800,Toronto - Canada,April 17,April 17,Closed,Classical,,https://www.chessdom.com/canadian-chess-championships-u1800/,,North America,,,,,,,
Guinness world record attempt for longest chess marathon,New York - USA,April 17,April 20,,,,https://www.chessdom.com/world-record-attempt-for-longest-chess-marathon-with-tunde-onakoya/,,North America,,,,,,,
Canada Chess Championship 2025,Toronto - Canada,April 17,April 22,Closed,Classical,,https://www.chessdom.com/canada-closed-chess-championship-2025/,,North America,,,,,,,
Trophee Dalkia 2025,Asnieres sur Seine - France,April 18,April 24,RR,Classical,,https://chess-results.com/tnr1103037.aspx,,Europe,,,,,,,"Alexander Motylev, Jules Moussard, Nino Batsiashvili"
2025 ICC Open Championship,St Louis - USA,April 18,April 20,Open,Classical,,https://saintlouischessclub.org/event/bill-wright-saint-louis-open-championship-04-18-25/,,North America,,,,,,,Awonder Liang
Fortaleza Chess Open,Fortaleza - Brazil,April 18,April 20,,Classical,,https://www.chessdom.com/fortaleza-chess-open-2025/#,,South America,,,,,,,
O2C Doeberl Cup,Canberra - Australia,April 18,April 21,,Classical,,https://www.chessdom.com/guha-mitrabha-is-the-winner-of-o2c-doeberl-chess-2025/,,Oceania,,,,,,,
Welsh Chess Championship 2025,Cardiff - Wales,April 18,April 21,,Classical,,https://www.chessdom.com/jose-camacho-collados-is-welsh-chess-champion-2025/,,Europe,,,,,,,
Trophee Dalkia ,Asnires - France,April 18,April 24,,Classical,,https://chess-results.com/tnr1103037.aspx?lan=1&art=4&flag=30&turdet=YES,,Europe,,,,,,,
Finnish Chess Championship 2025,Helsinki - Finland,April 18,April 26,,Classical,,https://lichess.org/broadcast/finnish-championship-2025--open/round-4/HWE0Tngj,,Europe,,,,,,,
Southend Chess Festival 2025,Southend - England,April 18,April 21,Open,Classical,,https://www.chessdom.com/pawel-teclaf-wins-southend-chess-masters-2025/,,Europe,,,,,,,
French Rapid Team Championship 2025,Capelle la Grand - France,April 19,April 23,Teams,Rapid,,https://ratings.fide.com/report.phtml?event=407026&t=1,,Europe,,,,,,,"Laurent Fressinet, Marc' Andria Maurizzi, Maxime Lagarde, Yullia Osmak"
10e Open Fide de la ville de Brest,Brest - France,April 19,April 21,Open,Classical,,https://www.echecs.asso.fr/FicheTournoi.aspx?Ref=66362,,Europe,,,,,,,
3rd Maharashtra International Grandmaster Chess Tournament 2025,Pune - India,April 20,April 28,,Classical,,https://chess-results.com/tnr1130076.aspx?lan=1,,Asia,,,,,,,
Western Asian Youth Chess,Dushanbe - Tajikistan,April 20,April 29,Continental Juniors,Rapid/blitz,9,https://www.chessdom.com/western-asia-youth-chess-championships-2025/,,Asia,juniors,,,,,,
Bahamas Scholastic Individual Chess Championship 2025,Nassau - Bahamas,April 20,April 20,Open,Classical,,https://www.bahamaschessfederation.org/,,North America,juniors,,,,,,
Manisa International Open Chess Tournament Category A,Turkey,April 21,April 26,,Classical,,https://chess-results.com/tnr1160970.aspx?lan=1&art=2&rd=2&turdet=YES,,Europe,,,,,,,
4th Mikis Theodorakis,Chania - Greece,April 21,April 27,Open,Classical,,https://www.chessdom.com/radoslav-dimitrov-wins-mikis-theodorakis-chess-2025/,,Europe,,,,,,,
Menorca Open,Menorca - Spain,April 22,April 27,Open,Classical,9,https://www.chessdom.com/menorca-chess-open-2025/,,Europe,,,,,,,"Nihal Sarin, Ivanchuk, Shankland, Murzin, Karthikeyan, Puranik, Pranav, Shanglei Lu, Kozak, Tuan Minh Le, Miaoyi, Yuxin Song"
Greek Junior U20 National Chess Championship,Athens - Greece,April 22,April 28,,Classical,,https://www.chessdom.com/greek-junior-u20-national-chess-championship/,,Europe,juniors,,,,,,
Zone 3.3 Zonals,Ulaanbaatar - Mongolia,April 22,May 2nd,Zonal,Classical,9,https://www.chessdom.com/zone-3-3-zonals-open-and-women-mongolia-2025/,,Asia,,,,,,,
Romanian National Youth Chess Championships 2025,Romania,April 22,April 30,Open,Classical,,https://frsah.ro/,,Europe,juniors,,,,,,
Asian Zone 3.3 Chess Championship 2025,Ulaanbaatar - Mongolia,April 23,May 1,Open,Classical,,https://www.chessdom.com/jingyao-tin-wins-asian-zone-3-3-chess-championship-2025/,,Asia,,,,,,,
Asian Women Zone 3.3 Chess Championship 2025,Ulaanbaatar - Mongolia,April 23,May 1,Open,Classical,,https://www.chessdom.com/shafira-devi-herfesa-wins-asian-women-zone-3-3-chess-championship-2025/,,Asia,women,,,,,,
IV OPEN CHESS MENORCA BLITZ,Menorca - Spain,April 24,April 24,Open,Blitz,,https://chess-results.com/tnr1164361.aspx?lan=1,,Europe,,,,,,,"Faustino Oro, Shreyas Royal"
Sydney Open 2025,Sydney - Australia,April 24,April 27,Open,Classical,,https://www.chessdom.com/guha-mitrabha-wins-sydney-open-2025/,,Oceania,,,,,,,
Algerian Individual Chess Championships Open,Alger - Algeria,April 24,April 28,Open,Classical,,https://www.chessdom.com/ala-eddine-boulrens-and-lina-nassr-are-algerian-chess-champions-2025/,,Africa,,,,,,,
Algerian Individual Women Chess Championships,Alger - Algeria,April 24,April 28,Open,Classical,,https://www.chessdom.com/ala-eddine-boulrens-and-lina-nassr-are-algerian-chess-champions-2025/,,Africa,women,,,,,,
Superbet Rapid GCT,Warsaw - Poland,April 25,April 27,RR,Rapid,9,https://calendar.chessdom.com/grand-chess-tour-poland-2025/,yes,Europe,,,,,,,"Firouzja, Aronian, Praggnanandhaa, Vachier-Lagrave, Fedoseev, Aravindh, Topalov, Duda, Deac, Gavrilescu"
Women's Bundesliga Rounds 9-11,Germany,April 25,April 27,Teams,Classical,,https://lichess.org/broadcast/german-bundesliga-202425--womens-bundesliga/round-3/7AvaEQsX#teams,,Europe,women,,,,,,"Stavroula Tsolakidou, Aleksandra Maltsevskaya, Klaudia Kulon, Karina Cyfka, Nino Batsiashvili, Lela Javakhishvili, Bella Khotenashvili, Irina Bulmaga, Ekaterina Atalik, Alexandra Kosteniuk, Elisabeth Paehtz, Dinara Wagner, Mai Narva, Anna Zatonskih"
Bundesliga Rounds 13-15,Germany,April 25,April 27,Teams,Classical,,https://schachbundesliga.de/ansetzungen/2024/BL,,Europe,,,,,,,"Velimir Ivic, Aditya Mittal, Johan-Sebastian Christiansen, Jonas Buhl Bjerre, Aleksandar Indjic, M. Amin Tabatabaei, Jaime Santos Latasa, Vincent Keymer, Rustam Kasimdzhanov, Nikita Vitiugov, Etienne Bacrot, Alexei Shirov, Shakhriyar Mamedyarov, Parham Maghsoodloo, Alexey Sarana, David Anton Guijarro, Anton Korobov, Bassem Amin, Thai Dai Van Nguyen, David Navara, Ivan Saric, Erigaisi Arjun, Wesley So, Anish Giri, Javokhir Sindarov, Jorden Van Foreest, Andrey Esipenko, Raunak Sadhwani, Max Warmerdam, Erwin L'Ami"
ALTO 2025,Charlotte - USA,April 25,April 27,RR,Classical,,https://www.chessdom.com/dina-belenkaya-wins-alto-2025/,,North America,,,,,,,
Chinese Team Chess Championship 2025,China,April 25,May 3,National ,,,https://www.chessdom.com/chinese-team-chess-championship-2025/,,Asia,,,,,,,
WCF Nicosia Rapid Challenge,Nicosia - Cyprus,April 25,April 26,Open,Rapid,,https://www.chessdom.com/wcf-nicosia-rapid-chess-challenge-2025/,,Europe,,,,,,,
Chinese Women Team Chess Championship 2025,China,April 25,May 3,National ,Classical,,https://www.chessdom.com/chinese-women-team-chess-championship-2025/,,Asia,women,,,,,,
Thessaloniki-Chalkidiki Team Cup 2025,Thessaloniki - Greece,April 25,May 18,Team,Classical,,http://www.thesschess.gr/,,Europe,,,,,,,
Russian Team Championship 2025,Sochi - Russia,April 26,May 5,Teams,Classical,,https://chess-results.com/tnr1149415.aspx?lan=1&art=1,,Asia,,,,,,,"Alexander Grischuk, Vladislav Artemiev, Maxim Matlakov, Alexander Morozevich, Denis Lazavik, Andrey Esipenko, Polina Shuvalova, Leya Garifullina"
2025 Phillip O'Neal Taylor Georgia State Championship,Georgia - USA,April 26,April 27,Open,Classical,,https://www.chess.com/events/2025-georgia-state-championship/games,,North America,,,,,,,Awonder Liang
Sardinia Chess Festival,Sardinia - Italy,April 26,May 3,Open,Classical,9,https://www.chessdom.com/sardinia-world-chess-festival-2025/,,Europe,,,,,,,"Benjamin Gledura, Daniel Dardha, Luke Leon Mendonca, Narayanan, Christopher Yoo, Marc' Andria Maurizzi, Lodici, Sonis, Sokolovsky, Moroni"
Ju Wenjun visits Hong Kong,Hong Kong,April 26,April 26,Simul,Blitz,,https://www.chessdom.com/five-time-world-champion-ju-wenjun-visits-hong-kong/,,Asia,women,,,,,,Ju Wenjun
Baku Open 2025,Baku - Azerbaijan,April 27,May 6,Open,Classical,9,https://www.chessdom.com/baku-chess-open-2025-live/,,Asia,,,,,,,"Muradli, Indjic, Jobava, Sanal, Iskandarov, Aditya Mittal, Suleymanli"
Battle of Champions 2025,Baku - Azerbaijan,April 27,April 29,Match,Rapid,,https://www.chessdom.com/battle-of-champions-2025-live/,,Europe,,,,,,,"Rauf Mamedov, Rustam Kasimdzhanov, Antoaneta Stefanova, Gunay Mammadzada"
Superbet Blitz GCT,Warsaw - Poland,April 28,April 29,RR,Blitz,18,https://calendar.chessdom.com/grand-chess-tour-poland-2025/,yes,Europe,,,,,,,"Alireza Firouzja, Levon Aronian, Praggnanandhaa R., Maxime Vachier-Lagrave, Vladimir Fedoseev, Chithambaram VR. Aravindh, Veselin Topalov, Jan-Krzysztof Duda, Bogdan-Daniel Deac, David Gavrilescu"
Antonaeta Stefanova vs Gunay Vuqar Qizi Mammadzada Match,Baku - Azerbaijan,April 28,April 30,Match,Mixed,,https://lichess.org/broadcast/battle-of-champions-2025--rapid-women/round-1/YrM33rgc,,Europe,women,,,,,,"Antoaneta Stefanova, Gunay Mammadzada"
Ju Wenjun - Ediz Gurel,Istanbul - Turkey,April 28,April 28,Match,Rapid,,https://www.chessdom.com/ju-wenjun-ediz-gurel-match-live/,,Europe,women,,,,,,"Ju Wenjun, Ediz Gurel"
Rustam Kasimdzhanov vs Rauf Mamedov Match,Baku - Azerbaijan,April 28,April 30,Match,Mixed,,https://lichess.org/broadcast/battle-of-champions-2025--rapid-men/round-1/swyUwPSU,,Europe,,,,,,,"Rauf Mamedov, Rustam Kasimdzhanov"
Ljubljana Chess Festival,Ljubljana - Slovenia,April 28,May 4,Open,Classical,,https://www.chessdom.com/ljubljana-chess-festival-2025-live/,,Europe,,,,,,,
Ramat Gan Spring 2025,Israel,April 28,May 5,Open,Classical,,https://www.chess.org.il/Tournaments/TournamentPage.aspx?Id=38447,,Asia,,,,,,,
Sunway Formentera,Formentera - Spain,April 29,May 9,Open,Classical,9,https://www.chessdom.com/sunway-formentera-2025/,,Europe,,,,,,,"Dragnev, Kogan"
Trofeo de Ajedrez Principado de Asturias 2025,Asturias - Spain,April 29,May 2,Open,Classical,,https://www.chessdom.com/trofeo-de-ajedrez-principado-de-asturias-2025-live/,,Europe,,,,,,,Miaoyi Lu
Nemo Zhou’s Live Chess Blitz Night in Hong Kong,Hong Kong,April 29,April 29,Closed,Blitz,,https://www.chessdom.com/nemo-zhous-live-chess-blitz-night-in-hong-kong/,,Asia,,,,,,,
Hovhannes Danielyan Memorial ,Yerevan - Armenia,April 29,May 5,RR,Classical,,https://chess-results.com/tnr1170070.aspx?lan=1&turdet=YES,,Europe,,,,,,,
Latvian Chess Championship 2025,Riga,April 29,May 5,National,Classical,,https://www.chessdom.com/latvian-chess-championship-2025-live/,,Europe,,,,,,,
Americas Continental Women Chess Championship 2025,Morelas - Mexico,April 30,May 7,Continental,Classical,,https://www.chessdom.com/american-continental-women-chess-championship-2025-live/,,North America,Women,,,,,,
KCA’s International Chess Festival God’s Own Country’s 1st GM International Open-B (1650 and Below),Kerala - India,April 30,May 7,Open,Classical,,https://www.chessdom.com/levan-pantsulaia-wins-another-chess-festival-in-india/,,Asia,,,,,,,
Offenes Jugendturnier Weinviertler Jugendschnellschachmeisterschaft,Austria,May 1,May 1,Open,Rapid,,https://www.chessdom.com/chess-club-koburg-open-2025/,,Europe,,,,,,,
32nd KOBURG OPEN ,Austria,May 1,May 1,Open,Rapid,,https://www.chessdom.com/chess-club-koburg-open-2025/,,Europe,,,,,,,
Schach in den Mai,Germany,May 1,May 1,,,,https://chess-results.com/tnr1111925.aspx?lan=0,,Europe,,,,,,,
Slovan Chess Open 2025,Slovakia,May 1,May 6,Open,Classical,,https://www.chessdom.com/slovan-chess-open-2025/,,Europe,,,,,,,
Schachurlaub mit Freunden und Herz,Austria,May 1,May 8,Open,Classical,,https://www.chessdom.com/chess-with-friends-and-heart-austria-2025/,,Europe,,,,,,,
VIII. EUTender-Sinus-Sárkány Rapid and Blitz Tournament,Budapest - Hungary,May 1,May 1,Open,Rapid,,https://calendar.fide.com/calendar.php?id=3311,,Europe,,,,,,,
Montenegro Premier Chess League 2025,Herceg Novi - Montenegro,May 1,May 8,National ,Classical,,https://www.chessdom.com/montenegro-premier-chess-league-2025/,,Europe,,,,,,,
Montenegro Women Chess League 2025,Herceg Novi - Montenegro,May 1,May 3,National ,Classical,,https://www.chessdom.com/montenegro-women-chess-league-2025/,,Europe,women,,,,,,
Armenian Renju Open Championship ,Yerevan - Armenia,May 1,May 5,Open,Classical,,https://chess-results.com/tnr1169422.aspx?lan=1&turdet=YES,,Europe,,,,,,,
Churchie International 2025,East Brisbane - Australia,May 1,May 6,Open,Classical,,https://caq.org.au/event/churchie-international-2025/,,Oceania,,,,,,,
1st BATTLE FIELD INTERNATIONAL FIDE RATING OPEN CHESS TOURNAMENT 2025,Tamil Nadu - India,May 1,May 5,Open,Classical,,https://aicf.in/wp-content/uploads/2025/04/1st-Battle-field-International-Fide-Rating-Open-Chess-Tournament-2025-1.pdf,,Asia,,,,,,,
SVIS 1st Open FIDE Rapid Rating Chess Tournament,Maharashtra - India,May 1,May 2,Open,Rapid,,https://aicf.in/wp-content/uploads/2025/04/SVIS-1st-OPEN-FIDE-RATING-RAPID-CHESS-TOURNAMENT-2025-4-compressed-1.pdf,,Asia,,,,,,,
